Date,Platform,Post_ID,Content_Type,Likes,Shares,Comments,Impressions,Followers
04/11/2023,Instagram,Post_86,Text,541,326,199,63847,184004
8/26/2023,Facebook,Post_59,Text,985,465,36,22974,89746
11/15/2023,Instagram,Post_62,Carousel,980,258,23,37623,42994
4/14/2023,Twitter,Post_14,Video,240,124,209,44341,41422
4/20/2023,Facebook,Post_7,Text,418,340,9,36875,58324
2/27/2023,Instagram,Post_63,Image,328,65,193,39495,49524
05/07/2023,Instagram,Post_69,Text,47,373,271,51517,142324
02/07/2023,Facebook,Post_16,Text,6,104,63,95197,39564
6/26/2023,Facebook,Post_5,Video,287,258,298,10336,87788
10/18/2023,Twitter,Post_45,Text,110,270,113,77664,40378
3/24/2023,Facebook,Post_12,Text,61,418,32,31415,37486
09/07/2023,Facebook,Post_35,Video,890,437,268,49214,19686
12/06/2023,Twitter,Post_17,Text,825,312,260,42811,49868
2/15/2023,Twitter,Post_32,Carousel,110,29,80,93998,48110
7/30/2023,Facebook,Post_36,Image,61,14,249,75067,60502
3/26/2023,Instagram,Post_52,Carousel,974,44,22,5597,45673
12/14/2023,Twitter,Post_49,Carousel,134,66,182,64377,46907
10/19/2023,Instagram,Post_51,Carousel,227,100,103,50358,166848
3/23/2023,Twitter,Post_32,Carousel,499,233,7,80586,9751
12/21/2023,Instagram,Post_2,Image,530,214,242,90891,59728
2/14/2023,Twitter,Post_39,Image,701,235,57,83837,19220
9/16/2023,Facebook,Post_9,Carousel,268,19,286,29424,39653
07/11/2023,Twitter,Post_11,Text,40,292,146,24989,9705
06/09/2023,Instagram,Post_23,Video,491,109,269,82390,107608
06/10/2023,Instagram,Post_2,Carousel,315,113,49,7448,56634
2/25/2023,Facebook,Post_41,Video,304,67,131,30463,16654
08/05/2023,Instagram,Post_81,Carousel,415,1,65,68271,104306
5/27/2023,Facebook,Post_20,Video,954,19,224,51466,60502
2/23/2023,Twitter,Post_85,Image,236,109,114,27555,33990
6/27/2023,Facebook,Post_22,Carousel,449,472,74,85817,87297
7/29/2023,Facebook,Post_78,Text,48,306,157,66764,89557
1/13/2023,Instagram,Post_96,Carousel,499,223,263,78074,51087
1/14/2023,Facebook,Post_42,Text,657,314,248,93400,16212
03/09/2023,Twitter,Post_81,Carousel,785,432,127,41714,15409
02/06/2023,Instagram,Post_12,Text,666,292,183,97434,47604
9/18/2023,Twitter,Post_17,Text,547,232,253,28667,26256
12/07/2023,Instagram,Post_2,Image,524,225,201,16932,73820
8/21/2023,Twitter,Post_58,Carousel,47,170,65,77879,20498
2/14/2023,Instagram,Post_19,Text,774,339,110,36841,135673
2/26/2023,Twitter,Post_58,Carousel,311,218,179,21087,14193
3/14/2023,Facebook,Post_31,Video,734,478,61,47302,57301
5/31/2023,Twitter,Post_23,Carousel,786,482,252,13683,43336
6/14/2023,Instagram,Post_46,Image,890,84,134,92945,149034
11/02/2023,Instagram,Post_23,Video,202,356,207,16693,160902
05/05/2023,Facebook,Post_56,Video,126,453,107,25078,80351
05/04/2023,Twitter,Post_47,Video,242,458,19,90980,21424
05/11/2023,Instagram,Post_39,Carousel,140,302,101,25346,109710
03/11/2023,Instagram,Post_48,Image,255,301,34,86057,197738
8/17/2023,Facebook,Post_41,Video,307,59,48,75073,19755
10/11/2023,Instagram,Post_24,Video,832,127,288,83252,101227
7/25/2023,Instagram,Post_32,Image,429,122,209,10631,86404
10/09/2023,Instagram,Post_84,Video,926,143,242,1689,101648
04/01/2023,Facebook,Post_8,Image,795,398,202,69723,90541
01/09/2023,Facebook,Post_54,Carousel,219,152,253,42595,77780
08/02/2023,Instagram,Post_51,Video,583,69,268,67701,45202
8/29/2023,Twitter,Post_82,Text,934,235,85,81342,17649
12/14/2023,Twitter,Post_44,Carousel,131,447,199,46557,42491
09/11/2023,Facebook,Post_20,Image,686,221,127,29588,24140
10/29/2023,Instagram,Post_92,Image,472,398,88,29534,92530
06/08/2023,Twitter,Post_39,Image,916,451,281,39076,8586
8/28/2023,Twitter,Post_61,Image,75,94,146,35977,31144
12/31/2023,Instagram,Post_83,Image,872,467,39,75133,197729
7/28/2023,Twitter,Post_32,Video,799,185,185,45331,9244
1/14/2023,Facebook,Post_59,Image,942,406,265,52497,68611
6/14/2023,Facebook,Post_64,Text,423,313,235,93393,46610
09/10/2023,Facebook,Post_59,Video,856,468,267,84494,60272
9/24/2023,Twitter,Post_1,Image,837,187,210,63455,12138
12/09/2023,Twitter,Post_63,Text,258,256,54,96063,22021
3/15/2023,Instagram,Post_11,Carousel,508,368,112,39720,70525
03/08/2023,Twitter,Post_5,Video,837,404,37,20871,7006
2/26/2023,Twitter,Post_31,Image,886,27,202,3988,37841
5/19/2023,Facebook,Post_73,Text,41,329,166,78234,29874
5/25/2023,Facebook,Post_78,Text,525,496,222,95282,60790
04/04/2023,Twitter,Post_23,Image,969,493,128,58832,29120
2/22/2023,Instagram,Post_36,Image,148,260,282,19882,188922
4/18/2023,Facebook,Post_5,Image,972,57,252,11157,78470
05/09/2023,Twitter,Post_96,Carousel,378,140,154,37900,13954
07/01/2023,Instagram,Post_56,Text,796,23,270,40496,140599
10/15/2023,Facebook,Post_14,Text,290,66,156,87274,12023
02/10/2023,Facebook,Post_13,Image,473,57,78,20461,34205
6/16/2023,Instagram,Post_87,Text,239,253,255,87241,144295
12/23/2023,Facebook,Post_46,Video,474,152,209,65852,10949
11/25/2023,Twitter,Post_41,Video,306,308,275,65735,34226
9/25/2023,Instagram,Post_99,Image,82,93,61,54574,69230
7/24/2023,Twitter,Post_32,Video,484,142,266,2437,23694
6/21/2023,Instagram,Post_20,Image,16,132,30,92150,143281
8/16/2023,Facebook,Post_41,Text,15,287,161,16793,41955
10/20/2023,Instagram,Post_43,Carousel,685,236,207,82772,39656
5/27/2023,Twitter,Post_1,Image,382,226,56,81193,24841
10/16/2023,Instagram,Post_6,Text,123,440,272,11716,30531
7/15/2023,Instagram,Post_20,Image,778,139,240,98792,115450
7/30/2023,Twitter,Post_72,Carousel,857,491,17,94250,43063
2/24/2023,Instagram,Post_51,Image,157,389,53,92107,186765
11/24/2023,Instagram,Post_81,Video,439,338,110,26957,156664
12/09/2023,Twitter,Post_43,Image,271,260,74,88525,36111
12/07/2023,Twitter,Post_31,Image,486,248,279,1600,33171
6/13/2023,Instagram,Post_49,Image,662,376,133,13420,173449
7/16/2023,Twitter,Post_66,Text,410,268,91,61113,45866
4/27/2023,Instagram,Post_74,Video,196,54,58,70507,120816
3/30/2023,Twitter,Post_65,Text,785,274,77,19519,21271
8/14/2023,Twitter,Post_29,Text,610,131,132,67032,38898
10/19/2023,Facebook,Post_23,Carousel,858,478,11,49550,12410
05/04/2023,Instagram,Post_16,Text,709,343,250,98424,124285
03/02/2023,Facebook,Post_99,Text,444,190,18,59511,45446
9/13/2023,Facebook,Post_70,Image,340,220,198,94547,25689
7/13/2023,Facebook,Post_70,Carousel,416,260,274,28848,89366
09/09/2023,Facebook,Post_97,Video,23,31,189,56768,20087
1/21/2023,Facebook,Post_87,Text,376,195,250,90491,32085
07/11/2023,Instagram,Post_48,Image,242,99,244,89330,97131
4/27/2023,Facebook,Post_100,Image,134,438,248,92940,43252
8/13/2023,Twitter,Post_74,Carousel,393,484,258,99635,39054
5/27/2023,Facebook,Post_79,Video,607,180,120,27469,57404
06/10/2023,Facebook,Post_28,Carousel,697,88,124,52091,75506
9/19/2023,Instagram,Post_91,Text,564,83,197,31339,45092
06/10/2023,Facebook,Post_37,Carousel,385,96,113,10599,62338
04/04/2023,Twitter,Post_51,Text,67,350,261,83919,42817
4/18/2023,Instagram,Post_13,Carousel,950,197,0,52807,78661
2/19/2023,Twitter,Post_48,Carousel,302,113,214,2422,46216
10/27/2023,Instagram,Post_61,Video,701,40,267,59491,21047
10/30/2023,Facebook,Post_82,Image,976,96,31,43471,88615
08/02/2023,Facebook,Post_57,Image,8,407,117,56554,22358
7/28/2023,Facebook,Post_9,Image,51,329,160,17452,93449
12/24/2023,Facebook,Post_62,Image,192,249,128,50580,55152
12/26/2023,Instagram,Post_74,Text,135,233,77,5408,69724
3/21/2023,Instagram,Post_42,Image,47,54,121,20322,80069
11/02/2023,Facebook,Post_28,Carousel,101,51,205,9510,41320
8/31/2023,Twitter,Post_80,Carousel,633,237,52,20577,26868
5/24/2023,Twitter,Post_47,Carousel,386,90,76,10231,35147
05/07/2023,Twitter,Post_41,Image,362,38,98,9133,40504
12/01/2023,Facebook,Post_76,Video,638,7,152,50007,59823
9/25/2023,Instagram,Post_68,Image,922,6,186,38275,173708
10/04/2023,Facebook,Post_16,Text,526,2,179,20436,65268
1/16/2023,Twitter,Post_67,Text,660,263,261,70239,26150
6/17/2023,Facebook,Post_43,Image,643,427,150,46278,36102
11/01/2023,Facebook,Post_8,Image,516,220,228,58808,95268
9/21/2023,Instagram,Post_54,Video,617,142,144,26306,143365
01/01/2023,Instagram,Post_90,Carousel,75,431,106,50972,38467
10/03/2023,Twitter,Post_97,Carousel,583,389,155,5009,45366
10/22/2023,Facebook,Post_100,Video,760,246,124,14922,35313
7/17/2023,Twitter,Post_29,Carousel,830,478,262,51687,31353
10/05/2023,Instagram,Post_11,Carousel,437,53,11,38761,65098
6/21/2023,Instagram,Post_23,Text,122,484,37,40466,54838
04/07/2023,Facebook,Post_44,Carousel,370,91,14,74553,66933
12/06/2023,Twitter,Post_21,Text,646,135,258,98197,30554
6/19/2023,Twitter,Post_12,Carousel,28,15,32,1394,32463
5/20/2023,Twitter,Post_8,Text,319,49,266,36180,25696
09/02/2023,Instagram,Post_46,Image,794,478,121,59349,104306
04/02/2023,Twitter,Post_29,Image,250,141,9,53203,7855
8/23/2023,Twitter,Post_99,Text,6,210,60,75957,9188
4/23/2023,Facebook,Post_73,Video,976,300,227,1146,10171
2/18/2023,Twitter,Post_71,Text,146,126,61,34452,25759
7/16/2023,Twitter,Post_52,Image,265,497,73,30895,17572
6/16/2023,Facebook,Post_58,Carousel,65,387,96,32363,85768
11/17/2023,Facebook,Post_25,Carousel,525,458,153,24258,27878
1/25/2023,Facebook,Post_58,Image,469,170,210,32133,83016
4/20/2023,Instagram,Post_81,Image,597,337,188,95095,179626
10/12/2023,Twitter,Post_64,Text,828,211,203,92527,21280
4/20/2023,Instagram,Post_48,Video,739,347,268,71786,80069
07/01/2023,Instagram,Post_15,Text,388,263,155,24042,103299
12/08/2023,Facebook,Post_54,Image,929,409,170,67202,37894
4/18/2023,Instagram,Post_89,Image,120,297,270,52977,101960
2/15/2023,Instagram,Post_67,Video,765,255,297,42486,99585
06/12/2023,Facebook,Post_92,Text,21,266,246,80062,31538
01/01/2023,Instagram,Post_47,Text,168,221,196,65710,126716
06/08/2023,Instagram,Post_51,Text,36,11,73,64587,170922
11/17/2023,Facebook,Post_86,Carousel,54,305,25,61692,80333
1/19/2023,Twitter,Post_29,Video,738,377,151,11182,20247
2/19/2023,Twitter,Post_14,Image,338,181,64,30511,49751
6/19/2023,Twitter,Post_95,Video,535,250,117,27355,16190
10/08/2023,Twitter,Post_19,Text,390,375,195,34067,47916
8/22/2023,Instagram,Post_44,Text,533,105,57,63492,140170
6/19/2023,Instagram,Post_20,Text,190,192,265,84948,136842
3/20/2023,Twitter,Post_43,Video,8,244,102,4270,9476
10/21/2023,Instagram,Post_49,Carousel,250,294,14,28687,59390
02/06/2023,Twitter,Post_91,Image,230,498,106,62106,41940
10/28/2023,Facebook,Post_41,Image,249,263,206,35153,47187
08/10/2023,Twitter,Post_28,Video,331,87,6,12495,10210
12/10/2023,Facebook,Post_13,Image,247,325,236,54200,34726
1/20/2023,Twitter,Post_87,Video,385,90,40,64110,45905
12/18/2023,Twitter,Post_68,Image,98,233,79,66588,9071
5/24/2023,Twitter,Post_9,Video,860,286,283,38650,20161
11/14/2023,Twitter,Post_44,Video,681,96,284,25636,33229
1/19/2023,Twitter,Post_2,Carousel,230,381,268,33607,23586
11/04/2023,Twitter,Post_66,Carousel,85,153,250,76237,8705
11/22/2023,Instagram,Post_92,Video,181,127,39,29871,69199
02/02/2023,Twitter,Post_71,Video,468,342,169,51734,10843
4/16/2023,Facebook,Post_63,Image,682,322,212,63105,62544
10/04/2023,Twitter,Post_76,Video,570,252,264,82015,9848
7/14/2023,Facebook,Post_19,Image,961,417,81,25734,74221
10/19/2023,Twitter,Post_32,Video,760,421,214,52513,38427
02/10/2023,Facebook,Post_75,Video,247,232,86,68118,30856
3/21/2023,Facebook,Post_89,Carousel,581,80,140,22001,83888
6/18/2023,Instagram,Post_62,Image,33,83,71,91562,76654
2/24/2023,Twitter,Post_83,Carousel,464,403,180,14424,38165
05/05/2023,Twitter,Post_21,Image,924,128,95,23988,34452
4/21/2023,Facebook,Post_36,Carousel,971,384,17,55932,63945
10/07/2023,Instagram,Post_69,Carousel,24,469,124,34971,22180
03/11/2023,Twitter,Post_8,Carousel,166,396,17,75349,5781
12/16/2023,Twitter,Post_69,Text,328,252,255,6447,10816
3/17/2023,Instagram,Post_70,Text,788,88,44,88749,120242
7/25/2023,Facebook,Post_40,Text,102,93,299,29704,82601
10/06/2023,Instagram,Post_9,Image,550,417,127,7895,103296
4/19/2023,Facebook,Post_82,Text,454,317,290,34008,95115
10/22/2023,Facebook,Post_7,Image,780,353,195,6571,95014
06/02/2023,Instagram,Post_37,Image,303,327,127,50786,160172
01/05/2023,Instagram,Post_20,Image,668,476,234,87123,120961
6/17/2023,Instagram,Post_6,Video,21,377,160,83205,175112
3/29/2023,Instagram,Post_56,Carousel,692,306,145,22702,90391
07/09/2023,Facebook,Post_94,Text,788,291,130,40602,77018
11/14/2023,Instagram,Post_69,Video,131,200,285,32392,135504
7/23/2023,Facebook,Post_77,Image,467,376,166,10608,66747
01/09/2023,Facebook,Post_84,Text,539,47,64,63369,47813
5/29/2023,Facebook,Post_63,Video,534,474,197,73746,61072
6/14/2023,Instagram,Post_80,Text,501,61,248,68914,190109
04/05/2023,Instagram,Post_13,Video,699,234,218,65694,128197
4/20/2023,Facebook,Post_31,Text,258,482,88,65813,86296
01/02/2023,Facebook,Post_44,Carousel,345,308,74,56412,15732
11/09/2023,Twitter,Post_56,Video,144,490,198,73079,18069
02/04/2023,Instagram,Post_27,Carousel,371,170,290,35355,129612
11/14/2023,Instagram,Post_41,Video,246,102,7,53511,136009
12/25/2023,Instagram,Post_59,Video,57,321,97,88603,186510
10/26/2023,Twitter,Post_2,Text,398,192,189,82473,20619
4/30/2023,Facebook,Post_4,Video,165,367,124,56558,62150
11/22/2023,Instagram,Post_74,Text,91,379,297,8790,24278
12/17/2023,Twitter,Post_94,Image,160,166,190,37008,31696
11/11/2023,Instagram,Post_58,Text,515,208,127,63257,100613
6/24/2023,Instagram,Post_7,Image,817,325,47,77371,79138
2/19/2023,Instagram,Post_94,Image,538,478,223,56449,38612
9/24/2023,Facebook,Post_73,Carousel,660,23,104,44388,66294
2/17/2023,Twitter,Post_98,Text,506,371,132,35979,23673
1/18/2023,Twitter,Post_48,Image,719,54,230,63261,5713
11/16/2023,Twitter,Post_66,Video,515,78,133,89831,15467
5/16/2023,Instagram,Post_44,Text,36,433,172,85147,91459
11/27/2023,Facebook,Post_54,Text,495,461,136,55990,63364
9/21/2023,Facebook,Post_13,Carousel,767,293,35,66682,13487
11/18/2023,Facebook,Post_31,Text,407,271,24,73243,55277
8/21/2023,Facebook,Post_18,Carousel,140,225,161,85511,48139
02/10/2023,Instagram,Post_51,Image,575,427,182,13993,28410
7/24/2023,Facebook,Post_86,Carousel,116,93,68,87693,73431
04/06/2023,Instagram,Post_34,Video,694,500,37,41182,82447
1/16/2023,Facebook,Post_89,Text,872,5,80,11781,68492
2/25/2023,Twitter,Post_75,Image,806,99,268,57024,38744
12/09/2023,Twitter,Post_53,Video,173,172,264,9582,44565
02/06/2023,Facebook,Post_55,Video,826,307,242,10016,30845
3/20/2023,Twitter,Post_38,Image,855,324,105,72714,31832
11/28/2023,Instagram,Post_60,Text,310,349,297,20722,59545
09/06/2023,Facebook,Post_70,Image,743,250,165,34566,71072
5/22/2023,Facebook,Post_56,Text,149,367,212,64195,89401
8/18/2023,Facebook,Post_11,Image,255,426,217,73539,48755
12/27/2023,Twitter,Post_30,Text,859,380,10,80625,17791
07/03/2023,Facebook,Post_25,Image,983,194,292,4708,22081
10/14/2023,Twitter,Post_68,Carousel,935,474,47,24108,47298
11/09/2023,Facebook,Post_14,Video,548,260,183,51935,85030
09/10/2023,Instagram,Post_27,Video,706,172,53,1840,55307
04/10/2023,Facebook,Post_62,Text,195,154,204,67571,79008
05/11/2023,Facebook,Post_74,Text,234,465,9,7639,43897
4/15/2023,Facebook,Post_10,Image,843,424,83,88091,86011
05/03/2023,Instagram,Post_40,Video,580,92,188,24261,191185
3/24/2023,Facebook,Post_72,Video,663,436,219,22457,68341
6/13/2023,Facebook,Post_33,Carousel,561,398,165,28833,24695
3/29/2023,Facebook,Post_4,Carousel,295,486,274,72581,51868
5/26/2023,Facebook,Post_37,Video,80,136,283,62771,75896
11/04/2023,Twitter,Post_5,Image,105,494,289,90055,21411
12/11/2023,Instagram,Post_18,Text,655,137,228,47077,166492
1/21/2023,Twitter,Post_43,Carousel,914,233,274,13650,27576
07/06/2023,Instagram,Post_98,Carousel,860,109,205,48794,57180
5/26/2023,Instagram,Post_38,Video,828,347,294,79120,187151
11/28/2023,Facebook,Post_30,Carousel,267,129,245,10141,98483
11/24/2023,Instagram,Post_60,Video,998,215,163,27316,108973
01/03/2023,Twitter,Post_12,Text,897,269,117,76031,37226
1/28/2023,Instagram,Post_73,Image,797,275,107,77632,143979
10/13/2023,Facebook,Post_88,Carousel,982,276,101,49136,24140
08/01/2023,Instagram,Post_57,Text,804,315,136,91520,108073
08/05/2023,Facebook,Post_17,Video,454,299,243,7080,68603
07/05/2023,Facebook,Post_93,Text,28,165,201,37473,30397
12/18/2023,Twitter,Post_3,Carousel,276,295,28,3354,45537
09/06/2023,Twitter,Post_47,Video,900,472,285,24032,21953
12/20/2023,Instagram,Post_6,Carousel,56,325,257,57907,101960
11/30/2023,Instagram,Post_25,Image,144,98,69,59325,151544
04/08/2023,Facebook,Post_8,Image,635,390,163,95823,78453
1/17/2023,Instagram,Post_30,Carousel,510,272,188,36190,143531
04/04/2023,Instagram,Post_6,Video,465,345,147,59767,89100
1/23/2023,Twitter,Post_10,Carousel,952,345,155,57867,14409
2/18/2023,Instagram,Post_88,Image,520,4,170,20427,57641
2/28/2023,Twitter,Post_76,Image,705,317,56,83447,45932
9/14/2023,Twitter,Post_89,Video,315,416,184,94920,46180
07/02/2023,Instagram,Post_79,Image,670,429,96,98874,190069
01/05/2023,Facebook,Post_26,Image,641,41,263,58031,58654
02/09/2023,Facebook,Post_80,Carousel,177,120,34,93357,85280
03/04/2023,Instagram,Post_38,Carousel,480,245,252,60997,92236
05/06/2023,Facebook,Post_14,Text,130,70,248,94874,15607
12/31/2023,Instagram,Post_37,Video,443,459,106,56641,108753
06/02/2023,Instagram,Post_27,Text,235,34,157,81109,96661
07/07/2023,Twitter,Post_19,Video,27,302,157,90315,42302
03/05/2023,Instagram,Post_58,Image,642,456,104,33708,69401
2/19/2023,Instagram,Post_99,Carousel,349,323,202,68492,59927
11/24/2023,Instagram,Post_99,Text,261,291,127,66664,144763
2/19/2023,Twitter,Post_22,Video,448,44,279,53444,11177
3/25/2023,Twitter,Post_88,Text,356,452,186,93767,23565
02/03/2023,Twitter,Post_98,Carousel,927,292,40,66949,41081
8/15/2023,Instagram,Post_77,Text,350,107,180,73492,39047
02/12/2023,Twitter,Post_13,Image,134,244,151,84134,7838
3/17/2023,Twitter,Post_29,Carousel,219,340,272,95241,31652
12/06/2023,Instagram,Post_61,Image,569,104,210,1142,102305
3/21/2023,Facebook,Post_5,Carousel,277,303,146,47882,62264
6/19/2023,Instagram,Post_12,Video,969,443,233,77810,172475
01/01/2023,Facebook,Post_91,Video,738,6,243,16359,50117
6/22/2023,Twitter,Post_9,Video,346,88,90,55802,33904
2/20/2023,Instagram,Post_33,Image,912,57,124,74471,116018
5/16/2023,Twitter,Post_22,Text,752,449,206,40328,27255
3/21/2023,Instagram,Post_93,Video,388,442,154,78825,146214
08/10/2023,Facebook,Post_25,Video,737,476,259,53952,93468
11/16/2023,Facebook,Post_35,Image,574,347,174,58079,32510
1/28/2023,Instagram,Post_72,Video,218,267,4,95354,103277
02/10/2023,Twitter,Post_69,Carousel,209,433,178,71001,28017
04/07/2023,Twitter,Post_62,Text,329,475,254,54903,20240
09/08/2023,Twitter,Post_91,Video,353,23,5,28669,11265
12/22/2023,Twitter,Post_71,Video,184,251,126,27457,10262
02/05/2023,Twitter,Post_47,Text,807,298,195,41194,42600
7/17/2023,Instagram,Post_23,Video,285,389,174,83838,169303
8/19/2023,Facebook,Post_99,Text,123,469,209,51822,32536
12/17/2023,Twitter,Post_10,Image,437,147,174,73470,21007
06/01/2023,Facebook,Post_15,Image,10,228,44,19379,92647
08/10/2023,Instagram,Post_6,Carousel,762,283,181,34563,111145
7/18/2023,Instagram,Post_5,Carousel,270,105,280,66365,167117
10/22/2023,Twitter,Post_69,Text,762,75,146,61269,31667
3/15/2023,Twitter,Post_9,Video,605,29,259,39657,19578
12/29/2023,Instagram,Post_44,Carousel,185,260,188,27519,114432
9/22/2023,Instagram,Post_31,Video,186,206,141,85711,158634
9/23/2023,Instagram,Post_61,Video,422,418,236,36462,94049
12/13/2023,Facebook,Post_88,Video,381,325,195,94430,83744
4/15/2023,Twitter,Post_81,Carousel,622,475,64,92356,36119
12/11/2023,Instagram,Post_41,Video,311,445,162,92882,175949
01/04/2023,Facebook,Post_38,Text,828,112,159,11973,39804
12/31/2023,Instagram,Post_100,Carousel,570,449,85,93245,120073
12/24/2023,Instagram,Post_57,Image,662,137,54,34610,171849
8/16/2023,Twitter,Post_32,Image,718,387,137,29480,29120
05/05/2023,Instagram,Post_68,Image,903,82,212,91141,186561
08/10/2023,Twitter,Post_95,Text,160,220,128,56507,37841
10/24/2023,Instagram,Post_77,Image,288,401,39,14732,197550
10/15/2023,Twitter,Post_96,Image,795,446,158,14890,40504
10/21/2023,Facebook,Post_9,Image,617,32,234,89522,16460
04/05/2023,Twitter,Post_6,Video,52,30,194,54961,41457
7/30/2023,Instagram,Post_94,Image,386,488,2,71173,35028
05/10/2023,Facebook,Post_23,Text,868,8,172,18579,17618
04/03/2023,Twitter,Post_65,Text,568,75,68,70205,28017
10/07/2023,Facebook,Post_91,Video,675,359,198,16356,47268
07/05/2023,Instagram,Post_37,Image,338,243,31,46094,155492
01/02/2023,Instagram,Post_51,Text,198,105,188,43451,197490
12/11/2023,Twitter,Post_37,Video,63,225,218,91649,45121
10/24/2023,Facebook,Post_99,Image,373,258,80,72516,45877
04/03/2023,Facebook,Post_96,Text,923,217,137,55845,36165
6/29/2023,Twitter,Post_44,Image,482,297,119,23060,14285
12/06/2023,Instagram,Post_12,Carousel,865,309,92,51669,58745
09/03/2023,Instagram,Post_25,Text,792,463,32,16870,88272
4/19/2023,Instagram,Post_52,Text,767,427,260,2613,185827
7/31/2023,Twitter,Post_75,Carousel,135,76,32,15245,5909
10/26/2023,Facebook,Post_96,Image,233,324,156,64720,47063
3/29/2023,Facebook,Post_19,Image,451,173,223,32719,82142
3/18/2023,Twitter,Post_8,Text,829,35,258,31388,39770
01/07/2023,Twitter,Post_19,Text,701,63,247,37970,9176
8/30/2023,Facebook,Post_89,Carousel,706,385,36,67793,57036
4/20/2023,Twitter,Post_9,Image,259,338,7,50801,33694
12/26/2023,Facebook,Post_100,Image,904,90,11,1230,75790
7/19/2023,Twitter,Post_99,Video,224,101,244,6063,49311
01/07/2023,Facebook,Post_43,Carousel,416,178,79,97212,44765
2/24/2023,Facebook,Post_77,Video,390,412,275,90934,21614
05/10/2023,Instagram,Post_48,Carousel,591,424,147,84922,148311
08/02/2023,Instagram,Post_51,Carousel,455,393,113,84291,101648
2/24/2023,Instagram,Post_20,Text,797,132,262,72608,174119
6/19/2023,Twitter,Post_66,Image,761,443,0,7645,43184
11/12/2023,Instagram,Post_52,Image,694,187,197,45317,183245
6/28/2023,Twitter,Post_99,Carousel,959,219,182,27746,15906
02/03/2023,Facebook,Post_55,Text,639,190,239,59145,84729
12/15/2023,Instagram,Post_81,Video,575,340,233,46394,139448
10/25/2023,Instagram,Post_40,Image,33,384,104,91979,61800
03/02/2023,Twitter,Post_59,Text,726,387,115,81778,5647
10/15/2023,Instagram,Post_12,Video,190,305,200,25695,182636
02/11/2023,Instagram,Post_20,Text,619,342,123,10496,174554
10/19/2023,Twitter,Post_59,Carousel,824,67,102,9873,10429
05/09/2023,Instagram,Post_16,Video,483,51,263,89355,87770
12/17/2023,Twitter,Post_50,Carousel,277,442,181,6987,28676
07/06/2023,Twitter,Post_35,Text,865,137,68,79714,33824
01/10/2023,Facebook,Post_92,Text,383,174,10,81458,13078
07/05/2023,Twitter,Post_93,Text,437,130,133,57941,43942
02/05/2023,Instagram,Post_8,Text,173,43,225,61811,80470
2/24/2023,Twitter,Post_15,Image,293,359,113,27024,13893
05/09/2023,Instagram,Post_88,Image,313,128,290,58061,74671
10/24/2023,Twitter,Post_27,Text,463,73,208,30536,35377
6/17/2023,Facebook,Post_51,Image,262,224,280,21005,63621
10/13/2023,Twitter,Post_33,Video,595,457,21,10666,46716
05/07/2023,Facebook,Post_89,Text,159,484,118,80842,33412
10/01/2023,Instagram,Post_9,Text,540,161,146,94132,127631
07/01/2023,Facebook,Post_92,Video,761,198,279,40354,14811
3/26/2023,Instagram,Post_51,Image,398,276,141,53231,191245
9/25/2023,Twitter,Post_47,Carousel,91,475,193,38759,20655
5/15/2023,Twitter,Post_27,Image,602,259,220,2380,23056
1/21/2023,Facebook,Post_69,Carousel,545,288,271,37147,58341
8/17/2023,Instagram,Post_82,Carousel,999,344,41,10410,61095
6/18/2023,Facebook,Post_24,Video,619,269,234,27480,45266
6/19/2023,Instagram,Post_60,Video,10,333,152,69867,84730
10/05/2023,Facebook,Post_71,Carousel,666,164,265,24835,11930
03/01/2023,Twitter,Post_42,Text,219,256,123,84852,29266
10/15/2023,Facebook,Post_36,Carousel,517,44,104,50632,97720
08/12/2023,Facebook,Post_52,Video,405,430,294,91243,34726
02/11/2023,Twitter,Post_34,Carousel,12,488,120,2284,7797
12/16/2023,Facebook,Post_15,Image,220,3,109,54762,40968
09/07/2023,Instagram,Post_69,Image,805,332,6,92102,197586
01/11/2023,Instagram,Post_17,Video,597,381,50,48335,23709
12/28/2023,Instagram,Post_16,Image,307,303,19,45136,59728
01/09/2023,Twitter,Post_19,Image,912,4,33,98974,22319
7/29/2023,Facebook,Post_72,Image,848,11,289,57855,42755
11/23/2023,Instagram,Post_41,Video,599,141,148,8851,104306
4/29/2023,Twitter,Post_52,Image,490,253,67,91141,47313
11/25/2023,Twitter,Post_73,Video,738,144,41,24078,41133
3/19/2023,Instagram,Post_82,Text,603,379,300,95314,175785
8/24/2023,Instagram,Post_92,Image,119,469,299,79596,48238
4/21/2023,Facebook,Post_46,Image,934,52,208,70284,72677
05/09/2023,Instagram,Post_85,Text,274,186,199,53485,139327
4/22/2023,Facebook,Post_34,Carousel,993,243,4,52779,63742
12/29/2023,Facebook,Post_6,Image,949,391,46,77094,19007
2/28/2023,Instagram,Post_42,Carousel,104,95,235,63870,115595
07/01/2023,Facebook,Post_40,Video,807,179,231,39464,31679
5/13/2023,Twitter,Post_85,Image,651,158,122,95096,33511
05/04/2023,Twitter,Post_90,Video,561,465,252,57835,40248
9/13/2023,Twitter,Post_11,Carousel,878,109,149,70490,8007
4/18/2023,Twitter,Post_61,Carousel,784,403,7,74276,23558
3/28/2023,Facebook,Post_42,Carousel,845,383,144,31481,52413
9/26/2023,Instagram,Post_83,Carousel,469,250,150,94379,142077
1/13/2023,Instagram,Post_46,Video,486,99,130,76494,194514
